lat;lon;elevacion;pendiente;orientacion;temp_max;temp_media;temp_min;precipitacion;viento_medio;racha_max;dir_viento;humedad_media;prec_acum_7d;tmax_max_7d;dias_sin_lluvia;veg_Agricola;veg_Coniferas;veg_Frondosas;veg_Matorral;veg_Pastizal;veg_Urbano_Antropizado;veg_Urbano_Otros
38,12347;-0,641538;1,0;1,41;248,53;33,7;27,6;21,4;0,0;2,5;8,3;10,0;63,2;0,0;42,4;18,0;False;True;False;False;False;False;False
40,014651;-0,331431;218,0;4,49;216,73;32,6;26,1;19,6;0,0;3,3;10,6;18,0;64,6;9,2;32,9;6,0;False;False;True;False;False;False;False
38,888876;-0,075267;1,0;1,42;68,73;24,0;19,3;15,2;0,0;13,2;29,9;228,0;44,0;3,7;25,7;1,0;False;False;False;False;False;False;True
38,47438639054981;-0,4407762877215602;207,0;12,56;118,93;34,6;29,1;23,4;0,0;18,1;43,2;180,0;64,8;3,4000000000000004;33,3;0,0;False;False;False;False;True;False;False
39,162195445859616;-1,158448023754097;804,0;13,82;278,4;14,8;8,6;4,5;0,0;18,6;43,6;293,0;73,6;1,2;12,1;3,0;False;True;False;False;False;False;False
39,971635;-0,515203;662,0;8,68;86,63;25,0;20,0;15,0;0,2;1,7;9,7;20,0;69,0;12,0;29,5;0,0;False;True;False;False;False;False;False
39,091531048425374;-0,7223343143090587;374,0;4,81;195,98;25,8;19,6;15,4;0,0;20,2;43,2;336,0;49,7;7,300000000000001;35,8;0,0;False;True;False;False;False;False;False
39,196727005833;-0,269399344058193;3,0;0,84;307,77;32,0;28,0;24,5;0,0;15,9;36,0;63,0;71,2;0,1;31,0;1,0;True;False;False;False;False;False;False
39,594393;-1,097678;987,0;20,95;242,01;27,7;21,8;15,8;0,0;3,9;13,9;28,0;60,0;1,8000000000000145;32,1;0,0;False;True;False;False;False;False;False
38,48278227224506;-0,4267270731710264;264,0;2,68;258,93;28,5;24,7;21,8;0,0;16,1;40,7;194,0;61,4;5,0;28,6;2,0;False;False;False;False;True;False;False
38,244686;-0,601234;32,0;1,31;90,0;32,2;28,2;24,8;0,0;28,1;58,0;68,0;57,9;0,0;35,7;7,0;False;True;False;False;False;False;False
39,12535;-0,692194;160,0;21,81;280,34;31,7;27,0;22,4;1,4;1,9;10,3;12,0;58,3;0,0;33,9;17,0;False;False;False;True;False;False;False
39,202182;-0,381996;15,0;1,03;180,0;16,8;11,4;6,0;2,2;2,5;8,1;12,0;56,4;0,2;28,5;1,0;False;False;False;False;False;False;True
38,313495;-0,6001;111,0;1,68;156,98;17,8;11,6;7,6;0,0;13,7;24,8;312,0;59,6;0,1;15,8;2,0;False;False;False;True;False;False;False
39,656946;-0,592029;211,0;3,16;192,22;19,0;13,9;8,8;0,0;2,8;9,7;26,0;54,9;5,000000000000007;23,9;4,0;False;True;False;False;False;False;False
39,041756;-0,50659;74,0;9,2;270,0;29,5;23,7;17,9;0,0;2,5;10,8;21,0;36,5;0,1;30,6;25,0;False;True;False;False;False;False;False
38,54894225998579;-0,4672235488845262;536,0;5,31;209,61;30,9;25,7;21,2;0,0;15,7;37,8;171,0;59,0;0,0;31,5;7,0;True;False;False;False;False;False;False
38,53510620573047;-0,5780383420516798;518,0;8,51;273,44;21,6;15,8;10,2;0,0;15,0;40,0;277,0;46,9;12,5;19,2;2,0;False;False;False;True;False;False;False
39,056678;-0,288042;25,0;3,67;327,22;18,2;15,1;12,0;0,0;1,7;10,8;24,0;53,8;7,700000000000014;23,5;1,0;False;False;False;False;False;False;True
39,855509;-0,196931;127,0;18,78;111,7;18,0;13,6;9,2;0,0;1,1;6,1;12,0;68,7;1,4000000000000017;23,7;6,0;False;False;True;False;False;False;False
40,065165;-0,352486;565,0;16,0;100,83;29,6;22,2;14,9;13,0;2,2;10,0;19,0;59,2;0,0;28,7;8,0;True;False;False;False;False;False;False
39,53480089176764;-0,8326568181071143;937,0;9,07;196,97;20,1;15,4;11,8;10,5;11,7;27,0;271,0;53,0;18,5;27,7;1,0;False;False;False;True;False;False;False
39,122246;-0,497727;25,0;3,35;52,2;32,8;28,0;23,1;0,0;2,2;11,7;21,0;27,8;0,8;28,2;23,0;False;False;True;False;False;False;False
39,446017;-1,266759;650,0;5,7;111,11;28,6;19,3;10,0;0,0;3,3;11,1;12,0;44,7;0,2000000000000151;32,7;4,0;False;True;False;False;False;False;False
40,266509910010285;-0,3000789239745303;1367,0;21,74;103,02;2,8;0,2;-2,3;2,1;32,1;78,8;300,0;55,4;4,3;12,2;0,0;False;False;True;False;False;False;False
39,70338;-0,317753;108,0;4,12;330,88;30,1;25,9;22,4;0,0;18,5;37,4;133,0;72,8;1,2;31,0;0,0;False;True;False;False;False;False;False
39,322460872408975;-1,075785128856189;698,0;5,03;23,31;32,8;25,0;17,7;0,3;19,5;49,0;289,0;46,7;1,3;36,5;4,0;True;False;False;False;False;False;False
40,11972015428714;-1,4202745001116857;1319,0;3,16;347,7;28,4;20,8;13,6;0,0;12,0;30,2;264,0;42,3;4,0;30,6;1,0;False;False;False;True;False;False;False
39,405367;-1,274177;582,0;2,71;100,93;28,1;20,8;13,6;0,0;6,1;18,1;30,0;29,3;0,0;39,1;11,0;False;True;False;False;False;False;False
39,20288;-0,480636;33,0;3,16;192,14;29,9;26,5;23,1;0,0;2,2;6,4;10,0;64,5;10,100000000000014;34,9;1,0;False;False;True;False;False;False;False
38,686873;-0,374166;553,0;9,67;42,46;13,9;12,2;10,8;4,6;13,3;29,5;358,0;63,5;53,2;15,4;0,0;False;False;True;False;False;False;False
40,4742899175212;-0,2138073000024076;1170,0;14,86;281,72;24,0;19,2;15,3;8,9;7,6;28,8;185,0;77,8;15,8;28,2;0,0;False;False;False;False;True;False;False
39,371596;-0,32536;3,0;1,33;90,0;36,0;30,5;25,0;0,1;2,8;12,2;26,0;48,6;9,200000000000006;32,6;0,0;False;True;False;False;False;False;False
38,60255758163255;-0,7577728267540715;866,0;17,57;258,55;25,0;19,0;13,2;0,2;16,7;40,0;147,0;57,8;2,3;26,3;0,0;False;True;False;False;False;False;False
39,47055;-1,083061;637,0;0,0;-1,0;25,2;19,4;13,7;0,0;3,6;9,7;12,0;67,1;0,2000000000000151;32,7;0,0;False;False;False;False;False;False;True
38,02377;-0,664879;-2,0;2,65;345,75;26,6;22,6;18,7;0,0;5,0;13,6;26,0;41,6;0,0;31,4;10,0;False;False;False;False;False;False;True
38,72342;-0,686863;666,0;1,03;180,0;25,2;18,2;12,6;0,0;16,5;38,5;186,0;37,1;2,0;22,5;1,0;False;False;True;False;False;False;False
38,165201;-0,845567;10,0;10,09;30,9;28,3;22,2;16,2;0,0;3,1;7,2;6,0;46,2;0,0;32,1;8,0;False;False;False;True;False;False;False
